Name,Tags
email,"electronic message, online correspondence, send, reply, envelope, letter, mail, contact information, email address, outgoing, inbox, forward, subscribe, unscribe"
entertainment,"circus, circus tent, big top, carnival, carnival rides, fun, amusement park, state fair, county fair, festival, show"
envelope-checklist,"email confirmation, checkmark, mark, tick, tickmark, checklist, checklists, lists, yes, correct, select, selected, complete, completed, finished, done, approved, choose, chosen, electronic message, online correspondence, send, reply, envelope, letter, notice, mail, outgoing, inbox"
excel,"excel file, microsoft excel file, excel sheet, spreadsheet, spreadsheet software, excel logo"
expand,"add, plus sign, increase, more, positive, sum, total, open, open accordion, collapsible, dropdown, ui"
expand-all,"open, open accordion, collapsible, dropdown, ui"
external-link,"open, open link, website, warning, leave website, leaving website, navigation"
eye,"view, preview, reveal, focus, see, look, show, watch, viewpoint, visibility, eagle eye, eye chart, eye doctor, optometry, optometrist, opthamology, opthamologist, lens, anatomy"
eye-slash,"hide, do not show, disable view, visibility off, out of focus, "
facebook,"social, social media, contacts, friends, networking, facebook logo"
family,"clan, household, people, group, tribe, ancestry, child, children, generations, relatives, siblings, support, parents"
family-alt,"clan, household, people, group, tribe, ancestry, child, children, generations, relatives, siblings, support, parents, extended family, family fun, celebration, fun"
fastfood,"food, junk food, meal, burger, hamburger, soda, milkshake, drive-through, drive-thru, take-out"
favorite,"star, star rate, rate, rating, grade, class, brilliant, assessment, rank, score, popular, prize, choice, like, top"
features,"star, star rate, rate, rating, grade, class, brilliant, assessment, rank, score, popular, prize, choice, like, top, check, checkmark, yes, correct, select, selected, complete, completed, finished, done, approved, choose, chosen"
ferry,"commute, commuter, transportation, public transportation, boat, ferry boat, passage boat, ferry terminal, barge"
file,"data, information, paper, document, page, file format, format, file type"
file-audio,"audio, music, sound, phonic, mp3, mp4, wav, wav file, listen, recording"
file-certificate,"official document, page, select, winner, diploma, graduate, completed, certified, certification, award, ribbon, choice, prize, top, rank, grade, yes, approved, approved file, approval"
file-check,"data, information, document, page, file format, file type, check, checkmark, mark, tick, tickmark, checklist, checklists, lists, yes, correct, select, selected, complete, completed, finished, done, approved, choose, chosen, task"
file-code,"html, html file, developer, programmer, programming, code blocks, markup, markup elements, source code, tag"
file-csv,"csv, csv file, comma-separated values, file format, file type, text file, table structure format, tabular format"
file-download,"download file, file download, document, downloading, down"
file-excel,"excel file, microsoft excel file, excel sheet, spreadsheet, spreadsheet software, excel logo, delete file, ignore, avoid"
file-export,"export, send, send out, forward, transfer, transport, expedite, submit, put, file, data, information, document, page"
file-import,"import,data import, put, file, data, information, document, page"
file-invoice,"invoice, receipt, money, $, account balance, balance due, accounting, payment, calculate, finances, financial, quote, estimate, budget, statement, bill"
file-medical,"medical file, hospital, treatment, aid, medical records, medical service, health, health care, cross, first aid, documents, data, information, add file, plus, plus sign, increase, more, positive"
file-medical-alt,"monitor heart, heart rate, heartbeat, medical file, hospital, medical records, medical service, health, health care, first aid, documents, data, information"
file-pdf,"pdf, pdf file, portable document format, file format, file type, adobe acrobat logo"
file-powerpoint,"p, ppt, ppt file, microsoft powerpoint file, file format, file type, slides, slide show, presentation, presentation, training, template"
file-prescription,"rx, prescription, pharamacy, pills, drugs, aid, medicine, vaccine, treatment, medication, medical file, hospital, records, medical service, health, health care, documents, data, information"
file-upload,"upload file, file upload, document, uploading, up, transfer, send"
file-video,"video, video file, video cam, camera, record, recording, file format, format, file type"
file-word,"w, word, microsoft word, doc, word doc, text, file format, file type, template"
file-zip,"zipper, zip file, compressed file, archive file format, file type, compress, archive, extract, upzip"
film,"film, filmstrip, negatives, movies, theaters, camera roll"
filter,"filter, funnel, drain, refine, sift, screen, sort"
filter-solid,"filter, funnel, drain, refine, sift, screen, sort"
fingerprint,"fingerprint, identification, scan, scam, profile, identity, identity theft, fraud, notarized, authentic document"
fingerprint-check,"fingerprint, identification, scan, scam, profile, identity, notarized, authentic, official document, certified"
fire,"fire, wild fire, wildfires, burn, burning, flames, flamable, fire department, smoke, blaze, burning, flame, emergency, dangers, urgency, disaster, hazards, banned, restrictions, fire prevention, wild fire, heat"
firefox,"firefox logo, browser, open-source web browser"
fitness,"fitness, physical fitness, fitness center, exercise, health, wellness, wellbeing, weights, weightlifting, strength, dumbbells"
fitness-alt,"fitness, physical fitness, fitness center, exercise, health, wellness, wellbeing, weights, weightlifting, strength, self care"
flickr,"social, social media, photographs, pictures, images, gallery, flickr logo"
flood,"flood, disaster, emergency, hazards, water, severe-weather, hurricane, storm"
flowchart,"flowchart, workflow, bars, data, hierarchy, directory"
folder,"folder, binders, cases, portfolios"
football,"football, sports, ball, games, players, sports"
gas-pump,"gas-pump, gasoline, oil, petroleum, oil"
gear,"gear, functionality, settings, engineering, bulding, organizing, systems"
gears,"gears, functionality, settings, engineering, bulding, organizing, systems, applications"
github,
glass,"glass, wines, drinks, alcohol, cocktails, liquors, beer"
globe,"globe, earth, world, planet, languages, people, population"
golf,"golf, sport, holes, play"
google,"google, search, engine"
google-plus,"google-plus, social media"
graduate,"graduate, bachelors, alumnus, diplomas, colleges, university, schools, education"
graduate-pointer,"graduate-pointer, bachelors, alumnus, diplomas, colleges, university, schools, education"
graph,"graph, charts, metrics, data, reporting"
green,"green, ecology, clean, conservation, preservation, climate"
grid,"grid, networking, applications, projects, framework"
hair,"hair, personal care, barber shop, styles, fashion"
hair-salon,"hair-salon, personal care, barber shop, styles, fashion"
hand,"hand, participate, initiative"
hand-heart,"hand-heart, care, loving, love, sympathy, therapy, helping"
hand-money,"hand-money, finances, business, investments, management, procurement"
hand-water,"hand-water, conserve, saving, resources, hydro"
handshake,"handshake, businesses, connections, onboardings, contracts, colaboration, teamwork, agreements, trusting, arrangements, unity, alliance"
happy,"happy, kind, fun, emoji, glad, smile, smiling, face"
hazard,"hazard, emergency, threat, caution"
heart,"heart, love, like, favorites"
highway,"highway, roadway, transportation"
home,"home, homepage, landing, frontpage"
home-education,"home-education, online-education, learning, students"
home-graduate,"home-graduate, online-graduate, home-education, colleges, students, schools"
hourglass,"hourglass, timer, countdown"
hours,"hours, timer, timetable, minutes"
hours-security,"hours-security, protections, cyber security"
house,"house, homepage, landing, frontpage"
hurricane,"hurricane, hazard, warnings, severe-weather, emergency"
idea,"idea, concepts, beliefs, plans, design, solutions, spark, brainstorming, researching"
idea-alt,"idea-alt, concepts, beliefs, plans, design, solutions, spark, brainstorming, researching"
ie,"ie, explorer, edge, Microsoft, browsers, online, internet"
image,"image, pictures, figure, illustration"
images,"images, pictures, figure, illustration"
important,"important, priority, exclamation mark, order, ranking"
important-line,"important-line, priority, exclamation mark, order, ranking"
improvements,"innovations, progress, upward, better, benefits, gain, good, profits, values, advantages"
info,"info, information, knowledge, data, reporting, notices"
info-bubble,"info-bubble, information, quote, conversation, talking, notices"
info-line,"info-line, information, quote, conversation, talking, notices"
instagram,"instagram, social media, internet, communications, posting, like"
institute,"institute, establishment, department, agency, institution, education"
justice-legal,"justice-legal, system, laywers, attorney, prosecution"
key,"key, open, locks, unlock, understanding, wisdom, secrets"
lab-tests,"lab-tests, laboratory, testing, unit-testing, workshop, user-testing"
law-enforcement,"law-enforcement, police, department, persecution, cops, detective"
left,"left, directions, arrows, points, pointer, indicate, indicator"
lightbulb,"lightbulb, idea, design, brainstorming, spark, electricity, light, enlightenment, insight, wisdom"
link,"link, hyperlinks, navigation, online"
linkedin,"linkedin, social media, contacts, networking"
location,"location, area, pointer, maps, GIS"
lock,"lock, security, defense, shield, cyber, access, permissions"
logo,"logo, logotypes, symbols, branding, identity, california"
magnify-glass,"magnify-glass, investigation, microscopic, closer look, zoom, enlarge, increase, search, google, finding"
mail,"mail, notifications, emails, contacts, communicate"
maintenance,"maintenance,support,worker,adjustments,settings,gears"
malware,"malware, cyber, attack, worm, online, threat, hackers, hacking, phishing, social engineering"
map,"map, directions, mapping, GIS, locations, areas"
mask,"mask, disease, threat, dangerous, harmful, health, infectious, contamination, microorganism, bacteria, virus, COVID-19, coronavirus"
mask-dark,"mask, disease, threat, dangerous, harmful, health, infectious, contamination, microorganism, bacteria, virus, COVID-19, coronavirus"
mask-light,"mask, disease, threat, dangerous, harmful, health, infectious, contamination, microorganism, bacteria, virus, COVID-19, coronavirus"
mastercard,"mastercard, pay, payment, charge, epay, e-pay, wallet, money, buy"
medal,"medal, medallion"
medical,"medical, hospital, healthcare, doctors, clinic, medicine"
medical-bubble,"medical-bubble, hospital, healthcare, doctors, checkup, clinic, medicine"
medical-care,"medical-care, hospital, healthcare, doctors, checkup, clinic, medicine"
medical-case,"medical-case, hospitals, healthcare, doctors, checkup, medicaments, aid, clinic, medicine"
medical-clinic,"medical-clinic, hospitals, healthcare, doctors, checkup, medicaments, aid, medicine"
medical-cross,"medical-cross, hospitals, healthcare, doctors, checkup, medicaments, aid, medicine"
medical-doctor,"medical-doctor, hospitals, healthcare, checkup, medicaments, aid, medicine"
medical-heart,"medical-heart, hospitals, healthcare, doctors, checkup, medicaments, aid, therapy, medicine"
medical-pills,"medical-pills, hospitals, healthcare, pharmacy, checkup, medicaments, aid, drugs, pharmacy, medicine"
medical-shipped,
megaphone,"megaphone, announcements, news, alert, notice, featured, speaker, public speaking"
menu,"menu, navigation, mobile, hamburger"
menu-toggle-closed,"menu-toggle-closed, navigation, mobile, hamburger"
menu-toggle-open,"menu-toggle-open, navigation, mobile, hamburger"
mic,"mic, microphone, speaking, speaker"
microsoft,microsoft
minus-fill,"minus-fill, accordion, expandable, collapse, navigation"
minus-line,"minus-line, accordion, expandable, collapse, navigation"
minus-mark,"minus-mark, accordion, expandable, collapse, navigation"
mobile,"mobile, cellphone, telephone, cellular, iphone, android"
mobile-graduate,"mobile-graduate, cellphone, telephone, cellular, iphone, android, education, remote, school, online, applications"
mobile-textbook,"mobile-textbook, ebook, library, reading, readers"
museum,"museum, anthropology, archeology"
museum-alt,"museum-alt, anthropology, archeology"
music,"music, melody, notes, composing, songs, concerts, artists"
nail-polish,"nail-polish, personal-care, cosmetics, beauty, salon, hair, barbershop"
no-coughing,"no-coughing, biohazard, hazard, disease, threat, dangerous, harmful, health, infectious, contaminate, contagion, bacteria, COVID-19, coronavirus, flu, banned, restrictions"
no-handshake,"no-handshake, biohazard, hazard, disease, threat, dangerous, harmful, health, infectious, contaminate, contagion, bacteria, COVID-19, coronavirus, flu, banned, restrictions"
no-smoking,"no-smoking, cigarettes, tobacco, weed, dope, pot, grass, banned, restrictions"
no-travel,"no-travel, banned, transportation, restrictions, curfew, staying-home"
no-virus,"no-virus, biohazard, hazard, disease, threat, dangerous, harmful, health, infectious, contaminate, contagion, bacteria, COVID-19, coronavirus, flu, banned, restrictions"
online-education,"online-education, homeschooling, learning, teaching"
online-graduate,"online-graduate, graduation, school, college, university, bachelors, education"
online-help,"online-help, internet, services, customers"
online-module,"online-module, computers, slideshow, presentations, lessons, webinar"
online-services,"online-services, customers, action, clicks"
opera,"opera, browsers, internet, websites"
paddle-boat,"paddle-boat, ships, boats, transport, canal, river, oceans, seas, water"
page,"page, webpage, texts, paragraphs, content"
palette,"palette, colors, schemes, artists, paintings"
party,"party, companionship, fun, celebration, friends"
paste,
pause,"pause, stop, controls, play, videos, player"
payment-card,"payment-card, pay, payment, charge, epay, e-pay, wallet, money, buy"
paypal,"paypal, pay, payment, charge, epay, e-pay, wallet, money, buy"
pdf,"pdf, file, document, format"
pdf-text,
pencil,"pencil, sketching, notes, editing, artists, illustration"
pencil-edit,"pencil-edit, sketching, notes, editing"
people,"people, community, users, club, folks, teams, humans, population"
person,"person, users, individual, someone, soul, somebody, humans"
personal-care,"personal-care, brush, salon, beauty"
pharmacy,
phone,"phone, calling, contacts, communications, ringtone"
pie-chart,"pie-chart, data, graphs, metrics, visualization, dashboard"
pinterest,"pinterest, social media"
pipe,"pipe,line,divider,separator"
pipe-angle,"pipe-angle,line,divider,separator"
places,"places, maps, locations, distance, directions, pins"
play,"play, player, audio, videos, controls, pause, triangle, arrow"
plus-fill,"plus-fill, controls, expand, collapse, open, close, section, accordion"
plus-line,"plus-line, controls, expand, collapse, open, close, section, accordion"
plus-mark,"plus-mark, controls, expand, collapse, open, close, section, accordion"
powerpoint,"powerpoint, slideshow, presentations"
print,"print, printing, printer"
pro-services,"pro-services, customers, services, professionals, occupation, skills, experts"
procurement,"procurement, management, agency, money, budget"
project,"project, plans, design, schemes, management, workflow"
pushpin,"pushpin, office, announcements"
puzzle,"puzzle, set, pattern, fitting"
puzzle-piece,"puzzle-piece, set, object, pattern, fitting"
quake-hazard,"quake-hazard, seismic, quakes, temblors, hazards, accidents, casualty, dangers"
quake-house,"quake-house, seismic, quakes, temblors, hazards, accidents, casualty, dangers"
question,"question, mark, questions, uncertainty, asking, poll"
question-fill,"question-fill, faq, questions, uncertainty, asking, poll"
question-line,"question-line, faq, questions, uncertainty, asking, poll"
quotation-mark,
quote-fill,"quote-fill, quotations, marks, testimonials"
radiation,"radiation, radioactivity, hazards, dangerous, warning"
rail,"rail, railroad, transportation, lightrail, subway"
read-book,"read-book, reading, library, readers"
reader,"reader, books, library"
recycle,"recycle, reprocess, reuse, climate, clean"
responsive,"responsive, mobile, devices, viewport, design"
responsive-alt,"responsive-alt, mobile, devices, viewport, design"
restaurant,"restaurant, food, dinner, supper, lunch, fork, dishes, menu"
right,"right, arrows, points, pointer, indicate, indicator, directions, controls"
road,"road, highways, transportation"
road-pin,"road-pin, destination, directions, maps, locations"
roadways,"roadways, highways, transportation"
rss,"wifi, wi-fi, internet, online, signal, connection, network"
rv,"rv, mobilehome, camping"
safari,"safari, browser, Macintosh, internet"
sail-ship,"sail-ship, ships, boats, yachts, canal, river, oceans, seas, luxury, water"
save,
science,"science, knowledge, information, data, scientific, methodology, experiments"
scooter,scooter
sea-level-rise,"sea-level-rise, oceans, hazards, warnings"
sea-level-rise-alt,"sea-level-rise-alt, oceans, hazards, warnings"
search,"search, google, finding, engine"
search-right,"search-right, google, finding, engine"
searching,"searching, researching, google, results, engine"
security-network,"security-network, cyber security, protections, shield, locks, safety"
security-system,"security-system, cyber security, protections, shield, locks, safety"
server,"server, computer, hard drive, memory, storage, cloud, technology"
severe-weather,"severe-weather, hazard, lightening, storm, warning, alerts"
share,"social, social media, send, share, share online, disseminate, networking, viral "
share-button,"social, social media, send, share, share online, disseminate, networking, viral "
share-email,"electronic message, online correspondence, send, reply, envelope. letter, mail, contact information, email address, outgoing, inbox, forward, subscribe, unscribe"
share-facebook,"social, social media, contacts, friends, networking, facebook logo"
share-flickr,"social, social media, photographs, pictures, images, gallery, flickr logo"
share-googleplus,"social, social media, contacts, friends, networking, google plus logo"
share-instagram,"social, social media, contacts, friends, networking, instagram logo"
share-linkedin,"social, social media, contacts, friends, networking, professionals. linkedin logo"
share-pinterest,"social, social media, contacts, friends, networking, ideas, pinterest"
share-snapchat,"social, social media, contacts, friends, networking, messages, snapchat logo"
share-twitter,"social, social media, contacts, friends, networking, posting, posts, tweets, twitter logo"
share-vimeo,"social, social media, videos, player, cloud, uploading, pictures, motion, vimeo logo"
share-youtube,"social, social media, videos, player, cloud, uploading, pictures, motion, screen, channels, subscribers, subscription, likes, views, viral, youtube logo"
shield,"armor, protection, safety, security, cyber, digital, insurance"
shield-check,"armor, protection, safety, security, cyber, digital, insurance, secured, certification, certified, confirmation"
ship,"boats, transporting, transportation, freight, canals rivers, oceans, seas, water, ports, cargo, sail, ferry"
shopping-cart,"baskets, stores, bags, grocery, retail, online, customers, buying, payments, charges, money, wallets, e-pay"
sign-language,"deaf, interpreter, communication, conversation, hands, understanding"
skip-backwards,"player, controls, videos, arrows, movies"
skip-forward,"player, controls, videos, arrows, movies"
smartphone,"mobile, phones, cellphone, touchscreen, iphone, communication, messages, texting, wireless, contacts, swipe"
smoking,"tobacco, cigarettes, cigar, weed, dope, pot, grass, banned, lungs"
snapchat,"social, social media, contacts, friends, networking, messages, snapchat logo"
soap,"bubbles, foam, clean, hygiene, soap dispenser"
soccer,"ballgame, football, stadiums, goals, sports, teams, fans, matches, kicks"
sos,"helping, emergency, signals, safety, safeguards"
spartan-helmet,"warrior, armor, mascot, college, spartan, helmet"
speech-dialog,"conversations, communications, bubbles, speakers"
speedtrain,"transportation, bullet, high, passengers, fast, traveling, express"
state,"california, map, government, GIS, population, census, shape, state shape"
stay-home,"lockdown, covid-19, coronavirus, safety, sickness, home, working, remote. isolate"
stop-fire,"blaze, burning, flame, flamable, fire department, emergency, dangers, urgency, disaster, hazards, banned, restrictions, fire prevention, wild fire, heat"
stop-hand,"sign, negative, banning, prohibition, taboo, forbidding, banishment, eject, hi-five, hello"
suv,"car, vehicle, jeep, driving, off-road, camping, transportation, autos, automobiles, motor, highway, freeway, engine, ride, pollution"
table,"grid, excel, array, columns, rows, records, spreadsheet"
tablet,"touchscreen, mobile, responsive, android, Macintosh, ipad, electronic,  digital, applications, technology"
tags,"tickets, shreds, prices, name, luggage, baggage, retail, shopping, store"
team,"collaboration, teamwork, meeting, huddle, partnership, innovation, working, togetherness, group, business, people"
teams,"collaboration, teamwork, meeting, huddle, partnership, innovation, working, togetherness, group, business, people"
technology-reuse,"engineering, cloud,  science, innovation, digital, data, networking, computers, online, website, servers"
teleworking,"telecommuting, working from home, home, distance, computer, freelancer, self-employment"
temple,"tabernacle, synagogue, castle, building, worship, church, archeology, mythology, pillar"
tennis,"tennis, courts, balls, players, sports, serving, volleys, activity"
tent,"camping, shelter, hiking, outdoors, leisure, trip, forrest, wilderness, activity"
testing,"medicine, laboratory, examination, unit-testing, workshop, user-testing"
testing-alt,"medicine, laboratory, examination, unit-testing, workshop, user-testing"
textbook,"e-book, reading, library, ebook, online, digital"
thumb-up,"emoji, liking, likes, favorites, social media, approval, okay, acceptance, favor, recognition"
time,"clock, calendar, management, hours, minutes, seconds, timer, schedule, early, late"
tool,"appliance, implementation, instruments, machines, mechanisms, working, wrench, setting, fixing, mechanics, workshop"
tools,"appliance, implementation, instruments, machines, mechanisms, working, wrench, setting, fixing, mechanics, workshop, repair"
tornado,"hazards, warnings, emergency, storms, twisters, disaster, destruction, hurricanes, damages, flood, siren, shelters"
train,"transportation, light-rail, passengers, railroad, traveling, subway"
transport,"transport,vehicles,roads,driving,infrastructure,cars,railroad"
travel-air,"airplane, sky, transportation, passengers, traveling, altitude, airports, baggage, luggage, business, engine, cabin, takeoff"
travel-car,"autos, automobile, vehicle, motor, driving, driver, transportation, highway, freeway, motorway, road, traffic, DMV, ride, engine, passengers, wheel, exhaust, pollution"
triangle-down,"arrows, points, pointer, indicate, indicator, direction, control, shape, down"
triangle-left,"arrows, points, pointer, indicate, indicator, direction, control, shape, left"
triangle-line-down,"arrows, points, pointer, indicate, indicator, direction, control, shape, down"
triangle-line-left,"arrows, points, pointer, indicate, indicator, direction, control, shape, left"
triangle-line-right,"arrows, points, pointer, indicate, indicator, direction, control, shape, right"
triangle-line-up,"arrows, points, pointer, indicate, indicator, direction, control, shape. up"
triangle-right,"arrows, points, pointer, indicate, indicator, direction, control, shape, right"
triangle-up,"arrows, points, pointer, indicate, indicator, direction, control, shape, up"
trolleybus,"busses, urban, city, metro, transit, public, transportation, fares, access, passengers, vehicle, route, service, municiple"
trophy,"award, winner, winning, medal, praise, acknowledgement, successful, best, achievement, advantage, triumph, victory, benefits, edge, values"
truck,"trucking,  transportation, cargo, freight, transporting, moving, logistics, drivers, hauling, commercial, business, semi, highway, freeway, roadway, fleet"
truck-alt,"trucking,  transportation, cargo, freight, transporting, moving, logistics, drivers, hauling, commercial, business, semi, highway, freeway, roadway, fleet"
truck-delivery,"trucking,  transportation, cargo, freight, transporting, moving, logistics, drivers, hauling, commercial, business, semi, highway, freeway, roadway, fleet"
tsunami,"hazard, disaster, warnings, siren, seas, oceans, waves, emergency, destructions, damages, flood, aids, aftermath, evacuation, storm"
tsunami-alt,"hazard, disaster, warnings, siren, seas, oceans, waves, emergency, destructions, damages, flood, aids, aftermath, evacuation, storm"
twitter,"hazards, warnings, emergency, storms, twisters, disaster, destruction, hurricanes, damages, flood, siren, shelters, twitter logo"
up,"arrows, triangle, points, indicate, indicator, direction, control, up"
up-left,"arrows, triangle, points, indicate, indicator, direction, control, left"
up-right,"arrows, triangle, points, indicate, indicator, direction, control, right"
update,"reload, refresh, renovate, renovation, renew, restore, controls, cycle, indicator"
upload-cloud,"digital, online, saved, saving, files, data, copy, duplicate, downloading, downloads, uploading, uploads"
user-desk,"workplaces, counters, offices, cubicles, computers, work-stations, employees, workers, testers"
user-desktop-instructor,"online, education. trainings, instructions, presentations, zoom, lessons, digital, bubble, speaker, remote, homeschooling, students, meeting, teachers"
user-headphone,"audio, listen. listening, hears, hearing, headphones, headset, music, earpiece, speaker, ears, podcast"
user-id,"identity, licenses, badges, photos, identification, digital, real, tags, fingerprint"
user-laptop,"CPU, PC, identification, web, online, digital, internet, electronic, device, processing, storing, data, programming, apps, applications, operations, technology"
users,"person, people, digital, end-users, applications, technology, data, audience, workers, teamwork, meeting, togetherness, group,employees"
users-alt,"person, people, digital, end-users, applications, technology, data, audience, workers, teamwork, meeting, togetherness, group, employees"
users-check-mark,"person, people, end-users, applications, technology, data, audience, workers, teamwork, meeting, togetherness, group, certification, authorization, confirmation"
users-dialog,"person, people, end-users, audience, conversations, communications, bubbles, speakers"
users-huddle,"person, people, digital, end-users, applications, technology, data, audience, workers, teamwork, meeting, togetherness, group,employees"
users-interaction,"person, people, end-users, audience, workers, teamwork, meeting, togetherness, group, employees, conversations, communications, bubbles, speakers"
vaccine,"infectious, infection, bacteria, virus, vaccination, booster, symptoms, sickness, illness, hospital, pandemic, epidemic, coronavirus, covid-19, flu, shots, medicine"
vaccine-check,"infectious, infection, bacteria, virus, vaccination, booster, symptoms, sickness, illness, hospital, pandemic, epidemic, coronavirus, covid-19, flu, shots, medicine"
vaccine-patient,"infectious, infection, bacteria, virus, vaccination, booster, symptoms, sickness, illness, hospital, pandemic, epidemic, coronavirus, covid-19, flu, shots, medicine"
van,"car, vehicle, driving, transportation, autos, automobiles, motor, highway, freeway, engine, ride, pollution"
video,"moving picture, movies, films, television, views, cameras"
video-camera,"moving picture, movies, films, television, views, cameras"
vimeo,"videos, player, cloud, uploading, pictures, motion, vimeo logo"
virus,"COVID-19, COVID, corona, disease, threat, dangerous, harmful, health, emergency, humans, infectious, infect, contaminate, contamination, microorganism, bacteria, virus, vaccine, vaccination, booster, mask, masked, masking, mandate, distance, social distancing, 6 feet, cough, coughing, cover, symptoms, sick, sickness, ill, illness, public, wash, hands, sanitize, sanitizer, hospital, pandemic, epidemic, quarantine"
viruses,"COVID-19, COVID, corona, disease, threat, dangerous, harmful, health, emergency, humans, infectious, infect, contaminate, contamination, microorganism, bacteria, virus, vaccine, vaccination, booster, mask, masked, masking, mandate, distance, social distancing, 6 feet, cough, coughing, cover, symptoms, sick, sickness, ill, illness, public, wash, hands, sanitize, sanitizer, hospital, pandemic, epidemic, quarantine"
visa,"pay, payment, charge, epay, e-pay, wallet, money, buy, credit, card, credit card, visa, visa credit, financial, charge, charges, pay, payment, pin, pin number, account, account number, balance, bill, interest, debt, fees, approval, login, dispute, expiration date, visa card logo, visa logo"
volcano,"warning, hazard, danger, damages. Lava, destruction, eruption, smoke, emergency"
volume,"volume, sound, listening, speaking, speakerphone, hearing, audio, loud"
wallet,"pay, payment, charge, epay, e-pay, wallet, money, buy, credit, card"
warning-circle,"alert, exclamation, announcement, mark, caution, attention"
warning-diamond,"warning-diamond,caution,alert,hazard,exclamation,announcement,attention"
warning-fill,"alert, exclamation, announcement, mark, caution, attention"
warning-square,"alert, exclamation, announcement, mark, caution, attention"
warning-triangle,"alert, exclamation, announcement, mark, caution, attention"
wash,"hands, sanitizer, hygiene, bacteria, disease, infection, soap, bubbles, foam, clean"
water,"water,clean,droplet,rain,clear,ecology"
wind-power,"wind-power,renewable,energy,clean,turbine"
word,"Microsoft, texts, content, application"
yacht,"ships, rich, boats, canal, rivers, oceans, seas, water"
youtube,"social, social media, videos, player, cloud, uploading, pictures, motion, screen, channels, subscribers, subscription, likes, views, viral"
zipped-file,"archives, compression, documents, compressed"
zoo,"animals, family, park, zoology, garden, fauna "
zoo-alt,"animals, family, park, zoology, garden, fauna "
zoom-in,"Boost, expand, grow, maximize, minimize, magnify, broaden, enlarge, more"
zoom-out,"collapse, minimize, maximize, diminish, reduce, decrease, less"
